股票代码,公司简称,提问者,提问时间,问题内容,公司回复,回复者,indexId
2594,比亚迪,irm2729240,2026/3/10 13:09,请问，贵公司是否已量产可变磁通量电机？如果已量产，用于哪些车型？,您好！比亚迪一直秉承用技术创新，满足人们对美好生活的向往，持续关注消费者的需求，并适时推出符合消费者需求的技术及产品。感谢您对公司的关注！,比亚迪,2.2195E+18
2594,比亚迪,irm2774592,2026/3/10 16:48,多设计几款跑车造型，颜值很重要，尤其是确实能利用空气动力学的，大卖特卖,尊敬的投资者，您好！感谢您对公司的建议！,比亚迪,2.21961E+18
2594,比亚迪,irm2774592,2026/3/10 18:11,你们智能化侧重哪些方向？,尊敬的投资者，您好！公司发布「全民智驾」战略，以「天神之眼」技术矩阵构建起差异化技术体系，适配旗下不同品牌及价位车型，践行“好技术，就应该人人可享”的理念。公司也是首个提出「智能泊车兜底承诺」的车企，在中国市场为所有搭载「天神之眼」的车辆提供智能泊车场景下的安全及损失全面兜底，体现公司对安全的重视。感谢您对公司的关注！,比亚迪,2.21965E+18
2594,比亚迪,irm2695919,2026/3/2 9:12,“股东星球”app设立了，原以为是给投资者发声渠道，可没有任何可发声窗口，你们设立它的意义是什么？,尊敬的投资者您好，“比亚迪股东星球”设立的初衷便是成为一个开放、理性、平等的交流空间，让长期价值理念被更充分地理解，也被更耐心地讨论。目前“股东星球”小程序还处于公测期，社区功能及股东建言近期将上线，更多板块和功能也正在开发中。通过“股东星球”这个平台，我们希望做一名“懂沟通、有温度、守秩序”的“理工男”：既要保持深耕技术、务实笃行的底色，也要更加的主动发声、传递价值，用大家听得懂的语言讲好比亚迪的科技实力，用更真切的内容与活动提供情绪价值，用脚踏实地的耕耘与实实在在的成果，来回馈各位股东和消费者的厚爱，感谢您的支持与建议！,比亚迪,2.21344E+18
2594,比亚迪,irm3174736,2026/3/2 13:41,董秘好！公司在帮助链上企业提升研发能力、降低创新成本方面，有哪些具体政策或实际举措？是否有相关合作模式或典型案例可以介绍？,尊敬的投资者，您好！相关信息已在您此前相似的提问下进行回复，感谢您对公司的关注！,比亚迪,2.21358E+18
2594,比亚迪,irm3174736,2026/3/2 13:51,董秘好！比亚迪带动链上企业创新取得了哪些实际效果？未来比亚迪在进一步发挥链主作用、推动全产业链协同创新方面，有哪些规划或重点方向？,尊敬的投资者，您好！供应链的质量、 韧性和可持续性对企业的生产经营至关重要。 公司践行供应商的全生命周期管理， 注重对供应商在环境、 社会风险等方面的审核， 同时为供应商提供支持和赋能， 致力构建责任供应链， 共促产业链生态繁荣。2024年1月， 我们给供应商开展“比亚迪供应商品质管理要求”培训。 我们采用邀请供应商到集团进行集中培训和SQE工程师出差进行现场培训两种方式进行开展， 培训内容涵盖质量数字化管理、 快速响应、 二级供方管理、 高端车型管理和海外资源配备等， 详细讲述集团品质目标和管理要求， 提升供应商对质量管理的认识和技能。 此次培训累计覆盖 736 家供应商。感谢您对公司的关注！,比亚迪,2.21358E+18
2594,比亚迪,irm1739530,2026/3/9 16:39,请问贵公司截止2月底股东人数是多少？,,,2.21886E+18
2594,比亚迪,irm1512074,2026/3/6 14:44,您好，请问截止到3月，比亚迪a股的股东户数是多少？,,,2.21658E+18
2594,比亚迪,cninfo1352287,2026/3/2 20:01,截止26年3月2号，公司股东户数,,,2.21377E+18
2594,比亚迪,irm1691891,2026/3/11 2:37,有传言贵公司要组建或收购车队参加F1或勒芒比赛，是否属实？,,,2.21991E+18
2594,比亚迪,irm1436394,2026/3/10 20:32,"请问公司截止目前，二代刀片的产能每个月大概有多少？能不能满足后面的订单需求？

没有上二代刀片的车型，很多是销量较高的，这种情况会不会造成的产能利用率很低，公司准备怎么应对？",,,2.21972E+18
2594,比亚迪,irm2695919,2026/3/11 9:25,董秘你好，比亚迪公司近一年来被很多投资机构所摒弃，请问公司面对此种情况是否有措施来维护二级市场以及流失的投资机构。,,,2.22012E+18
2594,比亚迪,irm2695919,2026/3/11 9:23,董秘你好，请问比亚迪公司二代刀片电池是否外供？,,,2.22012E+18
2594,比亚迪,irm1739530,2026/3/9 15:29,你好，请问比亚迪A股截止2月底，股东人数是多少？,尊敬的投资者，您好！相关信息已在您此前相似的提问下进行回复，感谢您对公司的关注！,比亚迪,2.21883E+18
2594,比亚迪,irm1620741,2026/3/10 13:37,请公司本年度适当提高利润分配比例，实实在在的提高现金分红。另外恳请王传福董事长能够适当增持公司股份，强化股东信心！,尊敬的投资者，您好！衷心感谢您对公司的关注与宝贵建议！公司未来将持续聆听市场声音，审慎吸纳各类有价值的建言，以赋能公司核心能力提升与高质量发展。,比亚迪,2.21951E+18
2594,比亚迪,irm2261033,2026/3/6 18:38,董秘你好。我注意到目前全国各地已经建设了不少闪充站和小型闪充点。但绝大部分闪充点都缺乏显著的标识和logo。建议你们要像加油站一样，每个闪充点都要有醒目的标识，让人能一眼就看出来是比亚迪的产品。要知道每个过来充电的车主，都有可能是比亚迪的未来客户，比亚迪需要做的，是强化比亚迪的品牌印象。对小型闪充点，也要有醒目的招牌进行宣传。,尊敬的投资者，您好！衷心感谢您对公司关于闪充站建设的关注与宝贵建议！公司未来将持续聆听市场声音，审慎吸纳各类有价值的建言，以赋能公司核心能力提升与高质量发展。,比亚迪,2.2167E+18
2594,比亚迪,irm1512074,2026/3/6 16:59,您好，一直认为公司在品牌建设和品牌形象维护做的不够好。1、汉不应该持续大幅降价销售，毁掉了汉在中高端车的口碑和认知，保值率大幅下降也让很多老车主也十分心痛。2、海豹是一款很帅气的中高端车型，但是海豹06、07这些低价车型推出之后，直接拉低了海豹的定位，对海豹的销量也影响很大。希望公司做好产品的同时加强品牌建设，不要自贬身价。,尊敬的投资者，您好！感谢您对公司的关注及建议！,比亚迪,2.21665E+18
2594,比亚迪,irm1691891,2026/3/6 0:42,目前车销量大多由技术和性价比产生。技术和成本上的优势掩盖了外观、内饰、颜色设计上的不足，若迟迟未再有惊艳之作，贵公司如何对设计团队优胜劣汰？,尊敬的投资者，您好！感谢您的关注与宝贵建议。公司持续以技术与设计双轮驱动，打造兼具颜值与实力的产品，回馈广大投资者与消费者的期待。在外观设计上也充分吸取多方建议，未来也请关注公司新产品发布，具体外观细节、配置参数、上市时间及定价，均将通过公司官方渠道（发布会、官网、官方公众号等）正式发布。敬请期待！,比亚迪,2.21614E+18
2594,比亚迪,cninfo1370470,2026/3/5 22:12,"尊敬的比亚迪董事会、股东大会：
建议公司2025年度利润分配方案中适度送股。送股可降低单股价格，减少散户入场门槛，当前一手近万元，普通投资者参与难度较大。低价股更利于提升股票流动性，扩大股东基础，让更多中小投资者分享公司发展成果。恳请公司在制定方案前，充分听取中小股东及潜在投资者意见，兼顾长期发展与中小股东利益，优化股价结构，提升市场活跃度，助力公司长期稳健发展。",尊敬的投资者，您好！本集团已通过《2024年度利润分配及资本公积金转增股本方案》，向全体股东每10股派发现金红利人民币39.74元（含税），每10股送红股8股，以资本公积金每10股转增12股，与股东共享发展成果，并有效降低投资门槛，提升股票流动性。此外，公司“比亚迪股东星球”小程序也已上线，欢迎您访问、登陆、认证。感谢您对公司的关注及建议！,比亚迪,2.21607E+18
2594,比亚迪,irm2644107,2026/3/5 9:54,请问公司第二代刀片电池有没有用芳纶涂敷隔膜？,尊敬的投资者，您好！相关信息已在您此前相似的提问下进行回复，感谢您对公司的关注！,比亚迪,2.21568E+18
2594,比亚迪,irm2644107,2026/3/4 23:07,比亚迪第二代刀片电池有没有用到泰和新材公司的芳纶涂敷隔膜技术？,尊敬的投资者，您好！公司的供应链合作及相关技术参数，属于商业保密范畴，请咨询相关公开信息。,比亚迪,2.21535E+18
2594,比亚迪,irm2774592,2026/3/4 11:39,可以在汽车上设计其他的电力输出的接口，以电池作为能源中心，可进可出，汽车电池不再是唯一为车辆提供动力,尊敬的投资者，您好！公司包括海鸥在内的众多车型搭载“VTOL移动电站”功能，可实现对外放电。具体配置细节也欢迎您访问公司官网或莅临公司各品牌终端门店进行了解。感谢您对公司的关注！,比亚迪,2.215E+18
2594,比亚迪,irm1691891,2026/3/3 19:19,拓宽思维，摒弃传统卖货思路。进军电子消费移动终端，构建系统生态，打磨车机互联系统。发挥制造优势，发展新能源发电移动终端，建设算力中心，发展AI人工智能，扩大三电动力系统向船舶、航空、工程机械、外骨骼装甲等领域应用,尊敬的投资者，您好！感谢您对公司的关注及建议！,比亚迪,2.21449E+18
2594,比亚迪,irm3174736,2026/3/2 13:50,比亚迪过去以高度的垂直整合著称，但近年来也通过弗迪系子公司对外供应动力电池，同时引入外部供应商。在这种“既竞争又合作”的复杂关系下，比亚迪作为链主，如何平衡内部事业部与外部供应链企业的创新利益？ 通过什么样的治理机制来确保整个产业链的技术活力而非闭门造车？,尊敬的投资者，您好！感谢您的关注。公司坚持技术创新，并以开放的心态与客户实现合作共赢，共同推动产业发展。供应链方面坚持自主可控与开放协同并重，对内激发活力，对外开放合作，以透明、市场化机制保障整个产业链的技术竞争力，实现共赢发展。相关信息请以官方发布为准。,比亚迪,2.21358E+18
2594,比亚迪,cninfo1331239,2026/3/2 11:37,要把有能力进粉蓝色的闪充站当成时尚、未来、身份标识来宣传，视频、文案、大屏铺天盖地，全年龄覆盖！！！,尊敬的投资者，您好！感谢您对公司的关注及建议！,比亚迪,2.21351E+18
2594,比亚迪,irm1691891,2026/3/1 15:26,几十万股东，每年上百万新增车主，都是宝贵的用户资源，要开拓思维，从方便车友社交、出行、拉新等方面着手，提供社交软件、顺风互助平台，车主、股东免佣金，挖掘新的利润增长点，通过自有社交渠道节省营销成本,尊敬的投资者，您好！感谢您的宝贵建议。公司高度重视股东与车主这一核心用户群体，已上线比亚迪股东星球小程序，持续完善股东与车主专属生态。我们将积极探索股东与车主专属优惠、高效转化与低成本营销机制，不断挖掘生态价值，提升用户体验与长期回报。相关进展请以官方信息为准，感谢您的关注与支持！,比亚迪,2.21289E+18
2594,比亚迪,irm3174736,2026/3/1 21:26,比亚迪拥有庞大的‘技术鱼塘’和超12万名研发工程师。在新技术从实验室走向量产的过程中，比亚迪通常会提前多长时间、以何种形式引入关键上下游供应商进行协同开发？ 对于不同层级的供应商，这种技术带动的机制有何不同？,尊敬的投资者，您好！公司将根据技术发展的实际需求，适时引入供应商配合，持续以技术创新为牵引，打造安全、高效、共赢的供应链生态，相关信息请以官方发布为准。感谢您的关注。,比亚迪,2.21307E+18
2594,比亚迪,irm2774592,2026/3/1 13:52,打造一个爆款，外观炫酷，改变这几年对比亚迪的刻板印象,尊敬的投资者，您好！感谢您的关注与宝贵建议。针对您关注的新车发布事宜，公司正按既定节奏推进多款车型的筹备与发布工作。公司亦发布第二代刀片电池及闪充技术，持续以技术与设计双轮驱动，打造兼具颜值与实力的产品，回馈广大投资者与消费者的期待。新车的具体外观细节、配置参数、上市时间及定价，均将通过公司官方渠道（发布会、官网、官方公众号等）正式发布。敬请期待！,比亚迪,2.21284E+18
2594,比亚迪,irm2774592,2026/3/10 14:28,为何无法大力开拓美国业务？美国比亚迪太少了,,,2.21954E+18
2594,比亚迪,irm1987636,2026/3/10 11:59,你好，投资研究账号AJ Investment Research（@alojoh）在马斯克旗下社交媒体发文表示比亚迪当前产能利用率不足50%，对此马斯克也评论道“mega pain below 50%”，请予以澄清或评论，谢谢。,,,2.21946E+18
2594,比亚迪,irm1987636,2026/3/10 11:37,你好，根据公开信息及市场调研获悉，贵公司在企业治理方面呈现出明显的两级分化现象。即各事业部已逐步达到现代企业管理的各项要求，但在人力资源及后勤等板块长期被公司创始人大量亲属占据各关键岗位，呈现出一种管理固化及倒退现象。请问，对此后续可有相关改进预案？,,,2.21945E+18
2594,比亚迪,irm1987636,2026/3/10 11:36,你好，根据公开信息，贵公司主管后勤的副总裁王传方2024年薪酬为705.4万，显著高于同时期长城汽车董事长魏建军的568.56万，也高于上汽集团董事长王晓秋的237.76万，也高于赛力斯董事长张正萍的201.42万，请问，在当下汽车行业如此内卷的大背景下，这位后勤处总经理的薪酬是否合理？,,,2.21945E+18
2594,比亚迪,irm1540778,2026/3/10 4:02,网上广泛流传的“迪布拉”和“吉布什”是公司海外新的自品牌吗？最近消费者一直广泛热议迪布拉，吉布什。谢谢,,,2.21921E+18
2594,比亚迪,cninfo1352287,2026/3/9 14:37,董秘您好，请问航天科技十一院彩虹YH-1000S无人运输机使用的混动系统是与贵司合作研发的吗，水平对置发动机是贵司研发的吗,,,2.2188E+18
2594,比亚迪,cninfo1370714,2026/3/9 14:25,我是比亚迪的老车主，建议为第一代刀片电池的老车主更新第二代刀片电池，开放官方付费升级通道，支持更换第二代刀片电池与更大容量电池包，实现纯电续航显著提升。维护几百万老车主的口碑，实现全民闪充！谢谢,,,2.21879E+18
2594,比亚迪,cninfo613524,2026/3/8 21:25,董秘，你好。请具体回复下在2026年新车发布的具体规划，及老车款的更新规划。海狮07DMI什么时候出26款，还是准备尘封这款车不在更新。,,,2.21827E+18
2594,比亚迪,irm2872542,2026/3/8 10:48,"公司新推出的“二代刀片电池和全新闪充技术”实乃利国利民之创举，不仅解决了新能源车的难点痛点，更有利于环保和加快完成“双碳”目标。请问：
 现有电池产线是否可以直接生产或经微调便可生产二代刀片电池；
 该新技术除了新车型使用之外，是否可以直接应用于市场存量新能源车型；或者存量新能源车经简单改造后，亦可应用该新技术；
 该新技术新产品是否计划外销与友商“共享”，以快速占领全球市场；
谢谢！",,,2.21794E+18
2594,比亚迪,irm2774592,2026/3/6 17:24,美国伊朗战争，油价上涨，有利于欧洲电车销售吗？,,,2.21666E+18
2594,比亚迪,irm3192169,2026/3/6 16:32,请问公司最新发布的闪冲桩是否有向电网返售电力的能力,,,2.21663E+18
2594,比亚迪,irm3189125,2026/3/6 10:58,从公司 3 月 5 日发布会看出，公司汽车板块业务将从单一的卖汽车，战略转变为车 充电桩 充电服务三条主线发展，公司仅 2026 年就要在全国布局 2 万座以上闪充充电站，销售充电桩和收取源源不断的充电服务费将成为公司稳定的高毛利的收入来源，请问除了自己品牌的车将陆续配置之外，公司是否会向国内广大整车企业开放供应第二代刀片电池和闪充技术？,,,2.21646E+18
2594,比亚迪,irm2695919,2026/3/5 14:39,宁德时代的电池比比亚迪强一倍吗？如若董秘不承认电池性能倍数级强过比亚迪为何市值差逾一倍之多？,,,2.21583E+18
2594,比亚迪,irm2695919,2026/3/6 10:16,现在光是电池业务都能撑得起来目前的市值，那比亚迪的造车业务直接沦为负资产？比亚迪公司就没有针对这个问题做过研究吗？,,,2.21644E+18
2594,比亚迪,irm2774592,2026/3/6 10:11,技术为王，应该带领中国企业包括市值，资本市场壮大，像英伟达一样,,,2.21644E+18
2594,比亚迪,irm2695919,2026/3/6 10:00,事实已经多次证明不受二级市场青睐的技术终归是无用，比亚迪引以为傲的二代电池结果二级市场还是在抛售比亚迪股份股票，与之相反蔚来的换电模式却得到了资金认可使得股价上涨，贵司什么时候才能意识到二级市场才是验证技术是否得到验证的标的？,,,2.21643E+18
2594,比亚迪,irm2786866,2026/3/6 0:40,董秘您好，我是比亚迪股东。请问公司第二代刀片电池车型2026年销量规划如何？其放量将如何带动闪充生态及合作充电运营商的价值重估？,,,2.21614E+18
2594,比亚迪,irm2774592,2026/3/3 19:14,你们可以去乌克兰直接销售储蓄电池，那边电力不稳,,,2.21449E+18
2594,比亚迪,irm1461965,2026/3/4 11:44,公司固态电池中的乙氧基团材料来自哪家公司？技术产能有保证吗？,,,2.215E+18
2594,比亚迪,irm1691891,2026/3/4 19:00,贵公司是如何作出邀请娱乐明星代言的决策？是否有悖于技术为王的企业文化、安全是最大的豪华的企业精神，和比亚迪的工程师之魂？,,,2.21522E+18
2594,比亚迪,irm1326434,2026/3/4 10:00,您好，请问中东事件是否会导致公司的新能源汽车的薄膜电容器的供应出问题？会影响供应链的持续性吗？,,,2.21495E+18
2594,比亚迪,cninfo1369940,2026/3/2 10:36,董秘你好，请问智驾天神之眼c以后还更新么？为什么承诺的记忆领航不兑现？这会不会使股价继续下跌，辜负股民信任？值得继续投资吗？,,,2.21348E+18
2594,比亚迪,irm2774592,2026/2/26 17:30,我觉得机器人是你们最佳的方向，你看特斯拉，总是能抓住风口，,感谢您的建议，公司积极关注具身智能机器人领域， 凭借完善的新能源产业链布局、 领先的技术创新能力和丰富的场景应用经验，积极布局未来产业； 亦通过与业内头部企业达成股权和业务等多维度合作实现资源协同， 从而赋能业务提质增效， 加速培育新业态、 新模式与新动能。,比亚迪,2.21072E+18
2594,比亚迪,irm1617035,2026/2/19 18:01,董秘你好，我是贵司小股东。今年春晚，人形机器人爆火出圈，产业前景看好。比亚迪主营的新能源汽车竞争优势显著，与机器人有广泛通用技术。请问贵司在机器人产业有无现实布局或长远规划？,尊敬的投资人，公司积极关注具身智能机器人领域， 凭借完善的新能源产业链布局、 领先的技术创新能力和丰富的场景应用经验，积极布局未来产业； 亦通过与业内头部企业达成股权和业务等多维度合作实现资源协同， 从而赋能业务提质增效， 加速培育新业态、 新模式与新动能。,比亚迪,2.20555E+18
2594,比亚迪,cninfo1018644,2026/2/11 14:56,请问董秘，公司汽车做得不错。据说有人形机器人布局，现在进展如何？谢谢！,尊敬的投资人，公司积极关注具身智能机器人领域， 凭借完善的新能源产业链布局、 领先的技术创新能力和丰富的场景应用经验，积极布局未来产业； 亦通过与业内头部企业达成股权和业务等多维度合作实现资源协同， 从而赋能业务提质增效， 加速培育新业态、 新模式与新动能。,比亚迪,2.19951E+18
2594,比亚迪,cninfo605105,2026/2/10 23:48,新能源车已经零跑全球，希望公司重视人形机器人领域的产业蓝图，很多车企已经有了产品发布，新时代人形机器人成为新的技术风口，未来大有可能是新的增长点，希望公司不要只执着于汽车领域技术创新，提前布局人形机器人领域，否则在未来将在这一产业严重落后，彻底变成汽车制造商，而非高科技产业企业，这点非常重要！一定不要墨守成规，满足于汽车制造商现状！,尊敬的投资人，比亚迪的发展史，就是不断超越自己的历史。公司积极关注具身智能机器人领域， 凭借完善的新能源产业链布局、 领先的技术创新能力和丰富的场景应用经验，积极布局未来产业； 亦通过与业内头部企业达成股权和业务等多维度合作实现资源协同， 从而赋能业务提质增效， 加速培育新业态、 新模式与新动能。,比亚迪,2.19904E+18
2594,比亚迪,irm2774592,2026/2/28 16:15,你们今年新技术发布会何时举行？全球期待,尊敬的投资者，公司即将于2026年3月5日召开颠覆性技术发布会，在“比亚迪股东星球”微信小程序有开放线下发布会专属抢票通道，欢迎各位股东报名参加。相关技术信息请以官方发布会内容为准，敬请股东审慎决策，注意投资风险。,比亚迪,2.21217E+18
2594,比亚迪,irm2244138,2026/3/2 2:17,截止25年三季度，贵司的储能业务营收占总体营收的比例是多少？这方面的业务体量还有没有在成长？,,,2.21322E+18
2594,比亚迪,irm2695919,2026/2/28 16:58,公司拥有 64万散户股东，这是巨大的基本盘，但也意味着沟通极其复杂。IR的传统方式（调研、公告）无法有效触达和安抚这个庞大群体。当危机来临时，没有建立直接、高效的沟通渠道，导致恐慌在散户中自我强化。公司是否考虑作出实质性的市值管理举措？,,,2.21219E+18
2594,比亚迪,cninfo1331239,2026/3/1 12:50,大量迪粉失望反映天眼5自动泊车功能严重倒退，很多上一版本能够识别的车位无法识别，可自定义的也不行了。本人钛7顶配ota1.31后也同样问题，严重影响客户体验和公司信誉。现在大家都在诟病是前期激进泊车宣传，等销量上来就把泊车策略调保守，免除兜底责任和新车背刺老客换新。请敬畏用户信任，每个版本都要严肃提升并实操考核自动泊车产品的能力，市场和高管不被研发忽悠，用户提供的失能场景正式公司的宝贵数据财富！,,,2.21281E+18
2594,比亚迪,irm2295695,2026/2/28 8:19,"董秘您好！
在车规级半导体晶圆蓬勃发展的当下，过往公司战略会做大做强比亚迪半导体业务，请问公司目前有明确计划推动比亚迪半导体股份有限公司重新进行创业板上市吗？",,,2.21193E+18
2594,比亚迪,cninfo699020,2026/2/28 8:19,请问贵司有研究 飞行汽车 这一块吗？ 它可能是5-10年后落地的大趋势。。。,,,2.21192E+18
2594,比亚迪,irm2695919,2026/2/28 16:56,在2025年3月24日发布的2024年年报中，比亚迪最初的利润分配预案仅为 “每10股派发现金红利39.74元，不送红股，不以公积金转增股本”。然而，在约一个月后的4月22日，公司突然发布公告，在原现金分红方案基础上，临时增加了“10送20”的高送转方案。此动机是否为关键时间点（港股定增解禁前）制造短期利好，拉高股价，方便特定资金退出，将成本和风险转移给后续进入的、尤其是被“低价”吸引的中小投资。,,,2.21219E+18
2594,比亚迪,irm2695919,2026/2/28 16:57,王传福董事长及核心管理层是顶尖的工程师和实业家，信奉“用技术创新回应一切”。但资本市场是“叙事驱动”的，需要持续的故事、可验证的里程碑和透明的预期管理。比亚迪认为“做好业务自然有市值”，但资本市场在缺乏沟通时，会用最悲观的假设来定价。贵司是否考虑转变市值管理思路？,,,2.21219E+18
2594,比亚迪,irm2695919,2026/2/13 9:22,董秘你好，临近2026年春节，投资比亚迪的小股东们在近一年里损失惨重，谨以此向董秘建议，做好市值管理，让投资者能获得收益，不要让投资者寒心，不要做一个毫无责任心的企业。请帮忙转达贵司高层，谢谢了。,投资人您好，比亚迪三十年征程，深感追梦之路从不会一帆风顺。回望征程，我们经历过技术研发的反复试错，也遭遇过市场波动的业绩压力。每一次艰难时刻，感谢有股东们的陪伴，我们一定转达，祝您周末愉快！,比亚迪,2.20082E+18
2594,比亚迪,irm2774592,2026/2/26 10:16,金属涨价，你汽车还是内卷打折，有何对策？利润空间越来越小,尊敬的投资者，您好！相关信息已在您此前相似的提问下进行回复，您的建议及心情也已充分传递，感谢您对公司的关注及建议！,比亚迪,2.2105E+18
2594,比亚迪,irm2774592,2026/2/1 19:34,销量越来越差，跟小米比营销啊。提升品牌啊,感谢您的关注与建议！,比亚迪,2.19223E+18
2594,比亚迪,irm2774592,2026/2/1 10:31,你们的品牌营销太差了，你们低端品牌像洗刷不掉的符号，要与高端品牌合作才行,尊敬的投资者，您好！相关信息已在您此前相似的提问下进行回复，您的建议及心情也已充分传递，感谢您对公司的关注及建议！,比亚迪,2.19195E+18
2594,比亚迪,irm3113828,2026/2/10 22:08,董秘您好。请问公司可以推动，根据二级市场股东持股时间和持股金额为阶梯给予购车优惠吗？以此回应您所说的公司和股东双向奔赴。,您说的完全正确！比亚迪是独特的ToC企业一消费者与股东从未割裂，而是相互转化、彼此成就的群体。许多投资者因认可产品成为股东，在出行中践行绿色理念;不少消费者因信赖品牌，选择成为长期股东，与企业共成长。您的建议已经收到，祝您周末愉快！,比亚迪,2.19899E+18
2594,比亚迪,cninfo1368785,2026/2/7 15:26,比亚迪的专利数断层领先，是否有专利授权情况，授权费是否一次性？其次，比亚迪接下来的智驾平权，能否在存量车增加一套激光雷达版本的通用装车方案，售价亲民点即可，可一定程度解决要换新车才能享受新技术的问题，毕竟汽车不是白菜。易四方或易三方就没必要了，只是想轻度解放。最后，比亚迪作为领先的车企，有考虑建立比亚迪生态圈吗，想腾讯那样？感谢回复！,尊敬的投资者，您好！公司一直关注商业模式的创新，衷心感谢您对公司的关注与宝贵建议！公司未来将持续聆听市场声音，审慎吸纳各类有价值的建言，以赋能公司核心能力提升与高质量发展。,比亚迪,2.19656E+18
2594,比亚迪,cninfo1322183,2026/2/7 10:16,董秘你好，贵公司车和电池都不错销量也在全球遍地开花，股价却一直下跌，想问现在各厂商电池都在加大固态电池的研发，贵公司的专利产品技术到什么阶段了，电网的储能方向公司有涉足么,尊敬的投资人，公司在电池领域技术领先、多种路线都在研发。储能方面，公司持续耕耘，积淀深厚，已构建起覆盖全球的销售、交付、运维、售后网络体系。截至目前，公司储能已成功交付超 500 个储能项目，应用足迹遍布全球110 多个国家和地区。感谢您的关注！,比亚迪,2.1964E+18
2594,比亚迪,irm2774592,2026/2/10 13:13,前沿技术也要布局,尊敬的投资者，您好！相关信息已在您此前相似的提问下进行回复，您的建议及心情也已充分传递，感谢您对公司的关注及建议！,比亚迪,2.19872E+18
2594,比亚迪,irm1979390,2026/2/22 0:02,我是贵公司的股东＋汽车用户，最近看到贵公司在日本上了一款kcar风格的汽车，海獭。请问这款车有没有可能在内地上市，如果没有请帮忙反馈，盼望贵公司将车引进内地，我一定支持购买。,感谢您对咱们产品的关注，您所提到的Kcar其实在日语中称之为“轻自动车”，目前该产品的国内市场尚处于培育期，您的建议和鼓励对我们非常重要，谢谢！,比亚迪,2.20722E+18
