股票代码,公司简称,提问者,提问时间,问题内容,公司回复,回复者,indexId
2594,比亚迪,cninfo1369031,2026/2/11 10:21,现在市场上比较火热的可变磁通电机，研发阶段是否已经结束，预计什么时候能够规模装车？可变磁通电机是否能够彻底解决高速高耗电的问题,您好！比亚迪一直秉承用技术创新，满足人们对美好生活的向往。公司拥有业内最大的研发工程师团队，持续关注消费者的需求，并适时推出符合需求的产品。感谢您对公司的关注！,比亚迪,2.19937E+18
2594,比亚迪,cninfo1356187,2026/2/11 9:46,比亚迪管理层，最近想购买比亚迪电车，但没有心仪的车型，请问比亚迪后续是否考虑出微型车，类似宝马MINI，外形和内饰都比较精致，智驾版，适合新手女性司机开的车。,尊敬的投资人，跟您汇报下，公司精耕市场、并着手开发多款新车，其中元PLUS、海豚等积极吸引女性用户的新一代车型快速崛起。当然了，您可能还没有看到公司合适的车型，公司也将吸纳建议、持续努力。也想跟您再分享另一个洞察，目前女性用户选购中型与中大型的比例也不低，比如公司方程豹豹5、腾势Z9 GT。您的满意，我们的十分动力，感谢您的关注！,比亚迪,2.19935E+18
2594,比亚迪,cninfo685608,2026/2/2 17:05,领导您好，可以解答一下，贵公司整车旗下有多个品牌，给我的感觉很混乱，公司旗下的仰望有超跑又有 U8 这类车，旗下腾势品牌为什么不主打商务又搞起跑车来了，现在连方程豹也搞轿车，王朝系又搞夏这类商务？是不是给人的感觉特别混乱，为什么仰望不可以专职超跑？腾势专打商务，方程豹专打方盒子硬派越野，王朝专打轿车，女性购车也越来越多专打海洋网，贵公司的汽车技术那是没有人怀疑，希望公司在颜值设计内饰方面多下功夫…,尊敬的投资者，感谢您的建议！公司始终秉持以消费者需求为核心的理念，持续倾听市场与消费者心声。过去数年，公司落地多项颠覆性技术应用，产品矩阵实现持续丰富与迭代升级，产品外观设计语言也完成多轮进化，多方发力下推动公司销量实现快速增长。未来，公司还将持续深耕产品外观设计的优化升级，敬请期待后续新产品的正式发布！,比亚迪,2.1929E+18
2594,比亚迪,irm1240043,2026/2/13 12:49,請問，貴司固態電池技術的研發進度如何？謝謝。,公司深耕电池多年，研发进度领先，谢谢您的关注！,比亚迪,2.20093E+18
2594,比亚迪,cninfo1369056,2026/2/11 11:31,公司是否有与光伏企业进行跨界合作，通过车身表面局部安装HJT，钙钛矿光伏板，进行一个充电，增加电车续航里程,感谢您的建议！,比亚迪,2.19941E+18
2594,比亚迪,irm2619173,2026/2/22 23:30,公司领导能重视公司曾经销量巨大的汉和唐的外观和灯光升级配置吗？汉和唐都是曾经比亚迪重要的旗舰车型，销量攀升也是外观颜值漂亮的时期，近几年的改款做过市场调研和购车群体需求分析吗？曾经稳重大气的龙颜外观越改越别扭？和竞品吉利旗下的车型放一起单论外观，设计师懂国人的审美需求吗？汉和唐的大灯越改越眯眯眼，亮度不见升级？颜值不见当初？经常开夜车的都知道车灯太小周围车辆不易察觉，安全性降低，希望公司领导能关注,感谢您的建议！,比亚迪,2.20794E+18
2594,比亚迪,irm2774592,2026/2/11 19:07,你主要需要和法拉利，兰博基尼这些高级品牌合作，提升品牌形象，他们这些也需要比亚迪的技术,感谢您的建议！,比亚迪,2.19964E+18
2594,比亚迪,irm2774592,2026/2/13 9:51,固态电池是你看家本领，你要及时公告，回应社会关切，提振股价，也是你对广大投资者负责，你知道吗？,尊敬的投资人，特别能理解您的心情，公司在电池领域研发领先，多种方向均有布局，感谢您的关注！,比亚迪,2.20084E+18
2594,比亚迪,irm2261033,2026/2/17 1:51,董秘你好！近年来虽然比亚迪在国内销量有了较大增长，但不可否认也面临诸多挑战：1汽车行业内卷严重，毛利下滑；2消费者对主品牌刻板印象严重，比亚迪就是网约车，高端化受阻。鉴于以上困境，本人建议公司可以考虑：第一，与商业航天公司合作，2年内将一台比亚迪汽车送到近地轨道，比亚迪不是网约车，而是能上太空的车，摆脱网约车刻板印象。第二，3年内将一台仰望送到月球，强化仰望高端属性。,感谢您的建议！,比亚迪,2.20356E+18
2594,比亚迪,cninfo1364315,2026/2/25 10:19,董秘，你好。比亚迪股东买车希望能够优惠一点。,尊敬的投资人，您的建议我们已经收到，股东是比亚迪最坚实的后盾，为股东创造长期价值、提供贴心服务，始终是公司坚守的理念。再次感谢您！,比亚迪,2.20976E+18
2594,比亚迪,irm3174736,2026/2/27 16:00,董秘好，请问比亚迪作为新能源汽车行业的链主企业，受贵司带动的链上企业有哪些？,尊敬的投资人，感谢您对公司供应链的关心。多年以来，公司坚持以市场化方式激发供应链活力，打造内外竞争的开放生态；秉持合作共赢、扶优扶强的原则，发展业界领先、优势互补的核心及战略供应商，形成协同发展共存共荣的伙伴关系，共同促进行业技术创新升级；从技术、质量、成本、交付、风险等多维度订制完善的供应商准入制度，高标准、严要求建设汽车供应链体系，从而最终提升公司整车的产品竞争力。公司的供应链公司众多，不仅有享誉中外的众多大型公司，还有广大的中小企业，暂无法一一列举，请您谅解！,比亚迪,2.21142E+18
2594,比亚迪,irm1712109,2026/2/27 9:39,建议针对各地区推出购车送特色销量或联名礼品，比如电动咖啡机，无人机，帆板，网球拍，旅行包等。,感谢您的建议！,比亚迪,2.21122E+18
2594,比亚迪,irm2774592,2026/2/25 18:02,既然你们的兆瓦闪充很牛，你就应该让它适配所有的电车，然后在全国包括高速公路铺开，收取费用,"感谢您的建议。2025年，公司正式发布“超级 e 平台”，推出闪充电池、 3 万转电机和全新一代车规级碳化硅功率芯片，核心三电全维升级，实现兆瓦级（ 1,000kW）充电功率，开启“油电同速”新时代。过去一年，公司工程师持续研发、技术不断提升，为引领新能源汽车行业的发展不断提供灵感，更多重磅技术，也敬请您留意公司今年的技术发布会。",比亚迪,2.21E+18
2594,比亚迪,irm2695919,2026/2/26 12:33,比亚迪掌握如此多的低空飞行专利，是否有研发飞行汽车的预期？,您好！公司始终秉持用技术创新，满足人们对美好生活的向往，持续深耕消费者核心需求，适时推出兼具市场竞争力与用户价值的产品及技术方案。后续相关动态，敬请关注公司官方发布的权威信息。感谢您对公司的关注与支持！,比亚迪,2.21057E+18
2594,比亚迪,irm2261033,2026/2/26 18:04,董秘你好！真诚提个建议，目前消费者对比亚迪刻板印象严重，很多人认为比亚迪就是网约车，高端化受阻。鉴于以上困境，本人建议公司可以考虑：第一，与商业航天公司合作，2年内将一台比亚迪汽车送到近地轨道，比亚迪不是网约车，而是能上太空的车，摆脱网约车刻板印象。第二，3年内将一台仰望送到月球，强化仰望高端属性。这样的投入能够强化品牌形象，比普通的宣传投入会好很多。,人类因梦想而伟大，感谢您的建议！,比亚迪,2.21074E+18
2594,比亚迪,irm2774592,2026/2/27 16:41,大力发展数据中心储能电源设备,您好！公司始终秉持用技术创新，满足人们对美好生活的向往，持续深耕消费者核心需求，适时推出兼具市场竞争力与用户价值的产品及技术方案。后续相关动态，敬请关注公司官方发布的权威信息。感谢您对公司的关注与支持！,比亚迪,2.21144E+18
2594,比亚迪,irm2774592,2026/2/26 18:14,中国汽车保有量超过了美国，游艇还不及美国千分之一，你们可以试试游艇，市场特别大，现在汽车真的是滞销品,感谢您的建议！,比亚迪,2.21075E+18
2594,比亚迪,irm1691891,2026/2/27 14:18,管理层平均年龄多少？品牌营销的平均年龄多少？,,,2.21137E+18
2594,比亚迪,irm2695919,2026/2/27 8:54,既然是上市公司，就有保护股东权益的责任，请问公司为什么没有增持回购等措施？任由股票下跌，市值缩水，让股民如何再信任你们？不信任你们，也就难以再信任你们的产品。,,,2.2112E+18
2594,比亚迪,irm1712109,2026/2/27 9:51,公司有无计划与华为合作,,,2.21123E+18
2594,比亚迪,irm2695919,2026/2/27 8:55,董秘你好，请解释一下，自贵司拆股以来股价持续下跌的原因。接下来，是否有相关的产品能给予我们中小投资者信心。,,,2.2112E+18
2594,比亚迪,cninfo1367780,2026/2/26 7:43,建议比亚迪电池公司研发高性能铝氟离子电池，以解决对锂矿的依赖。,尊敬的投资人您好，感谢您的建议。公司拥有行业领先的电池开发团队，关注全行业的技术创新。公司已经充分关注锂矿供应情况，并积极提升相关供应链能力。在替代技术方面，公司储备了钠离子电池等技术应用、并进入商用阶段。再次感谢！,比亚迪,2.21042E+18
2594,比亚迪,cninfo1356187,2026/2/24 18:02,贵公司一直在提智驾平权的理念，不知道是否考虑可以在微型车让客户加钱选配天神之眼B？,尊敬的投资人，智驾平权是公司智驾的战略方向。从2025年发布以来，我们陆续收到了包括您在内的广大消费者和投资者的建议，经过研发、产品团队的不懈努力，立项研发了包括海鸥在内的多款带激光雷达的选配方案的车型，相关信息已在工信部今年1月的《道路机动车辆生产企业及产品公告》中发布，具体的明细配置您可以自行了解。公司将根据市场情况，合理计划车型节奏、后续陆续推向市场，敬请期待！,比亚迪,2.20926E+18
2594,比亚迪,irm2695919,2026/2/26 15:20,公司近年来持续投入数百亿级的巨额研发费用，但市场反馈却是销量连续多月同比大幅下滑（尤其是2026年1月数据）。如此高昂的投入却换来如此低迷的市场表现，请公司明确回答：研发转化的效率何在？ 当前的产品策略与市场严重脱节的根源是什么？公司管理层如何对这笔巨大的投资负责？,,,2.21066E+18
2594,比亚迪,irm2695919,2026/2/26 11:05,董秘你好，2026年伊始，比亚迪投资者在近一年的投资过程中损失可谓惨重，请比亚迪公司高层重视二级市场市值管理，勿让投资者寒心，勿让你品牌形象受损，请帮忙转达至贵司高层，多谢了。,,,2.21053E+18
2594,比亚迪,irm2747291,2026/2/26 10:32,不公开新技术与回购有矛盾吗？为什么不重视股东的权益？股价提升也会提升作为股民的消费者的信心。作为一家上市公司，分红回购都是责任！海外销量是好，但请记住海外证券市场对股东权益也是放在首要位置考虑的。这一点不值得公司学习吗？请务必重视大量股民的利益，都是潜在的或者现有的比亚迪车主！,,,2.21051E+18
2594,比亚迪,irm2774592,2026/2/23 23:22,董秘，你们比亚迪储能技术牛，市场份额靠前，却并未被纳入储能etf，请问你们资本部门是不是未尽责？这个是你们的责任吗？,,,2.20868E+18
2594,比亚迪,irm1987636,2026/2/23 22:28,你好，根据公开信息及市场调研获悉，贵公司在企业治理方面呈现出明显的两级分化现象。即各事业部已逐步达到现代企业管理的各项要求，但在人力资源及后勤等板块长期被公司创始人大量亲属占据各关键岗位，呈现出一种管理固化及倒退现象。请问，对此后续可有相关改进预案？,,,2.20865E+18
2594,比亚迪,irm3145003,2026/2/9 8:51,你好，我最近关注到一月份比亚迪销售量大幅下降，而互联网上很多消费者也对比亚迪汽车颇有微词，请问贵公司是否有畅通的、切实有效的消费者意见反馈渠道？以及贵司对未来企业发展前景预估如何，是否有实际的规划来确保未来销售量的上涨,尊敬的投资者，您好！衷心感谢您对公司的关注与宝贵建议！公司已搭建了全媒体矩阵、高管也设立了多个社交媒体，充分吸纳、听取来自各方的反馈，咱们所在的互动易也是聆听投资者、消费者声音的渠道之一。当然，公司秉承“精益求精”的精神，一直在探索更多的可能性、以更好的互动，公司未来将持续聆听市场声音，审慎吸纳各类有价值的建言，以赋能公司核心能力提升与高质量发展。展望前景，公司将坚定发展战略， 强化核心技术的自主可控， 持续提升产品竞争力； 紧跟市场趋势， 坚持以消费者需求为导向， 持续推进多品牌矩阵建设； 加速业务出海进程， 以新能源汽车领域的全面实力， 为全球消费者提供卓越的新能源汽车产品， 助力中国汽车产业引领全球新能源汽车变革。,比亚迪,2.19784E+18
2594,比亚迪,irm1987636,2026/2/23 22:13,你好，根据公开信息，贵公司主管后勤的副总裁王传方2024年薪酬为705.4万，显著高于同时期长城汽车董事长魏建军的568.56万，也高于上汽集团董事长王晓秋的237.76万，也高于赛力斯董事长张正萍的201.42万，请问，在当下汽车行业如此内卷的大背景下，这位后勤处总经理的薪酬是否合理？,,,2.20864E+18
2594,比亚迪,irm2898741,2026/2/22 18:54,"請問比亞迪現在是否有探索智能農業機械、遠洋船舶混合動力系統、海洋發變儲輸電力平臺和可再生燃料製造平臺的計劃？

注意到比亞迪出口歐陸的汽車遭遇高價、配置不夠驚豔、舒適性有待提昇的狀況，請問比亞迪是否打算以較高品質、較高技術水平的仰望品牌出海？如果品牌不注重調性，在哪個市場都會面臨難以沖高、陷入廉價領域博弈的處境，而且很多技術缺乏耐力賽或GT賽事宣傳。",,,2.2078E+18
2594,比亚迪,irm2774592,2026/2/9 22:03,业绩差怎么跟投资者交代呢？,,,2.19825E+18
2594,比亚迪,irm1329237,2026/2/11 22:24,公司已经对外投资包括湖南裕能（新能源电池材料）、盛新锂电、地平线（智能驾驶）、杰华特等近百家科技公司，公司有没有考虑通过并购重组或低价收购有前景、与公司现有业务产生协同效应，提升整体竞争力的公司来布局产业链上下游，以优化供应链和战略资源配置（例如通过二级市场收购只有20多亿市值的通达动力等）？,,,2.19974E+18
2594,比亚迪,irm1418284,2026/2/11 14:45,能说明一下比亚迪一月销量为什么有点低吗？比亚迪2026年有没有销量目标？,,,2.19951E+18
2594,比亚迪,irm2774592,2026/2/6 23:15,阿里本来只是一个卖货平台，现在Ai和芯片，云业务搞的如火如荼。你们咋不学？特斯拉也是可以的,,,2.19606E+18
2594,比亚迪,cninfo1368023,2026/2/2 10:34,董秘，你好，比亚迪以技术为王著称，但是股价一跌再跌，管理层急需出台必要措施进行市值管理，避免恶意循环。既要对技术负责，也要对股民负责。,感谢您的建议。公司重视市值管理工作，立足提升公司质量，坚持技术创新、紧抓市场机遇，通过依法合规的各类方式提升公司投资价值，增强投资者回报，维护公司、投资者合法权益。再次感谢！,比亚迪,2.1927E+18
2594,比亚迪,irm2695919,2026/2/2 8:57,贵司二级市场投资情绪已经降至冰点，多数投资者已经不再支持及选购贵司产品，希望贵司重视市值管理。,特别理解您的心情。公司重视市值管理工作，立足提升公司质量，坚持技术创新、紧抓市场机遇，通过依法合规的各类方式提升公司投资价值，增强投资者回报，维护公司、投资者合法权益，感谢您对公司的关注与建议！,比亚迪,2.19265E+18
2594,比亚迪,irm2731959,2026/2/4 11:04,我认同王总说的股票市场有其周期性，但是我认为目前比亚迪股票是处于失衡状态，失衡状态应该予以合法有效的干预。目前比亚迪的销量可以明显看到股票市场的反身性。企业价值决定股票价格，但股票价格的失衡会反过来打击企业本身。,感谢您的认同。公司重视市值管理工作，立足提升公司质量，坚持技术创新、紧抓市场机遇，通过依法合规的各类方式提升公司投资价值，增强投资者回报，维护公司、投资者合法权益，感谢您对公司的关注与建议！,比亚迪,2.1942E+18
2594,比亚迪,irm1832614,2026/2/4 11:15,"贵公司是不是可以提高与投资者沟通的质量？投资者专线无人接听。形同虚设。



",感谢您的反馈，对于投资者专线未能及时接听给您带来的不便，我们深表歉意。公司高度重视与投资者的沟通，已立即核查专线接听情况，将进一步优化接听机制、加强人员值守，确保沟通渠道畅通高效。热线工作时间为：A股交易日上午8:30-12:30，下午13:30-17:30。后续您若有沟通需求，也可通过互动易平台留言，我们会及时回复。感恩！,比亚迪,2.1942E+18
2594,比亚迪,cninfo740067,2026/2/9 22:32,公司可以把玻璃用成光伏发电玻璃，这样就可以边跑边充电，续航里程增加。这样可以取消充电顾虑，望采纳！,您的观点非常好！公司一直秉承“为地球降温1℃”的使命，推进可再生能源的生态循环利用。业内也在努力提升光伏的转化效率，以达到上述功能的可能性，目前尚处于实验阶段、距离量产有较长时间。比亚迪深耕新能源领域，推出“光储一体化”，致力于新能源的获取、存储和应用，让清洁能源改变世界。谢谢您的关注与建议！,比亚迪,2.19826E+18
2594,比亚迪,irm2295695,2026/2/10 5:35,董秘您好！请问一下，公司目前接近全控比亚迪半导体股份有限公司，公司还会推动比亚迪半导体在创业板独立上市吗？,,,2.19848E+18
2594,比亚迪,irm2619173,2026/2/4 20:34,作为一个小股东，诚心建议公司领导团队重视旗下所有车型的外观，初代龙颜外观打开了销量，就证明市场是高度认可初代龙颜外观的，现在不断出的新车和换代车型外观越来越小众化，诚心建议公司领导恢复初代龙颜的经典外观，技术在领先，外观不被市场认可，终将在市场销量中体现，希望公司领导能高度重视旗下所有车型的经典款外观，不要随意改的四不像，销量低迷，股价低迷。,感谢您的建议！,比亚迪,2.19449E+18
2594,比亚迪,irm1697469,2026/2/9 0:06,是不是可以把电动车的电池包做成飞机黑匣子级别，这样即时它短路化学反应了也不会有火溢出来；或者是把车轿子做成航天级别，即便电池着火把车轿子包围了乘客也安然无恙。当然，双管齐下效果就更好了！,您好！公司始终秉持用技术创新，满足人们对美好生活的向往，持续深耕消费者核心需求，适时推出兼具市场竞争力与用户价值的产品及技术方案。我们认为，技术的探索永无极限。感谢您对公司的关注与支持！,比亚迪,2.19757E+18
2594,比亚迪,irm2774592,2026/2/6 17:30,你们有规划进去加拿大市场吗？有什么战略安排？,,,2.19588E+18
2594,比亚迪,cninfo1331239,2026/2/2 14:59,极客的定价比腾势N9高10要，销量都长期稳稳压比亚迪一倍，腾势N9一身浓浓的怂感和大号家用感，比亚迪不重视用户心理，高端化就是个笑话。只知道卖易三方易三方，功能别人都模仿了。还有用户反馈公司近期重磅产品的外观评审都是设计冻结了形式上请人去，实际吃吃喝喝，根本不想听意见，只想听吹捧。问责和开除比亚迪的现有设计师和产品经理吧，对不起比亚迪的技术，对不上广大支持你们的股东！请公司和王总反思！！！,,,2.19283E+18
2594,比亚迪,irm3137599,2026/2/6 13:30,您好董秘，比亚迪乘用车钠电池量产了吗？钠电车什么时候上市？钠电池成本比锂电成本低多少（百分比）？,,,2.19576E+18
2594,比亚迪,irm3137062,2026/2/5 11:08,你好，我关注到很多流浪猫很容易从车底盘钻入车内，给猫造成生命危险的同时，也给车主带去危险和不便，请问比亚迪是否关注过这个问题，能否在设计上规避这个问题，成为第一个解决这个问题的车企？谢谢,您的建议非常有爱。公司热爱世界、热爱环境、也热爱栖息于此的生命，将设身处地为消费者优化设计。目前，公司的360全景视图功能，能及时分辨周围的环境与物体，，驾驶员有意识主动触发后能开启透明底盘功能，在一定程度上规避此种情景，当然我们也积极考虑创新设计。近期公司也推出了包括萌宠、水族馆和大熊猫三种风格的全新动态主题，具备互动功能，提升驾驶体验，首搭于2026款海豹07 DM-i。衷心感谢您对公司的关注与宝贵建议！,比亚迪,2.19494E+18
2594,比亚迪,cninfo1294220,2026/2/5 12:44,"我有个设想，汽车静止时可以依靠太阳能发电、储能，还可以给手机等电器充电，汽车开动时还可以用风能充电、储能，未来可以去到任何地方，移动小城堡，可涉水可飞行,未来是否可实现？是否有此方面的研发？",您的设想不无可能！公司认为，汽车不仅是满足足下与远方的通勤工具，更是兼具玩乐与生活功能的“第三空间”！公司在汽车、电子、电池、太阳能上的布局、为多元化的创新提供了可能性。公司一直秉承用技术创新，满足人们对美好生活的向往，持续关注消费者的需求，并适时推出符合需求的产品。人类的梦想，让我们的科技一步步前进，成就梦想也是我们的愿景。感谢您的鼓励，我们一同努力！,比亚迪,2.19499E+18
2594,比亚迪,irm3137757,2026/2/5 16:32,你好，比亚迪旗下品牌可以赞助Emily in Paris吗，这部剧很时尚，在巴黎，罗马，希腊等欧洲多地取景，在欧洲影响力也挺好。看了比亚迪腾势汽车和吴彦祖的在远方之后，我觉得这个剧比亚迪汽车能植入肯定非常出彩，可以扩大比亚迪国际影响力。,感谢您的建议，比亚迪一直积极布局国际市场，自创立之初就开始了全球化进程，对海外文化、海外消费者都有理解。《去远方》第二季里，吴彦祖先生执掌腾势Z9GT与D9，奔赴穿越意大利的人文之旅。 从摩德纳赛道劲风到罗马古径余韵，从佛罗伦萨文艺复兴荣光到热那亚航海传奇，这趟旅程既是对人文底蕴的探寻，更是中国豪华汽车的全球亮相，腾势以车为笔、以行为墨，书写中国豪华全球化的崭新篇章。 我们将积极论证、考虑这个营销建议，感谢您的支持！,比亚迪,2.19511E+18
2594,比亚迪,cninfo1323075,2026/2/3 13:16,贵司这么好的底子和研发视力，如果不在Ai时代大力拓展多元化业务，不积极布局，只是想着造车，会被时代拉开差距，你们会后悔的,尊敬的投资人，以人工智能为代表的技术所带来的变革影响了各行各业，公司对此有深刻的认识。围绕人工智能，在人力资源、软硬件的各方面投入巨大资源。汽车制造的应用是人工智能落地好的场景，比亚迪的垂直整合，更为人工智能创造了多种多样制造的场景，以大量的开始使用人类最先进的人工智能技术。感谢您的建议！,比亚迪,2.19352E+18
2594,比亚迪,irm2635071,2026/2/3 21:11,你好，我想了解下一月整车数量下滑，旗下各品牌的下滑情况是怎么样的？是高端产品下滑多，还是低端产品下滑多。,"您好，公司1月份销售超21万辆，蝉联中国新能源汽车销量冠军，乘用车及皮卡海外销售超10万辆，其中比亚迪汽车销售17.75万辆、方程豹销售21,581辆，腾势销售6,002辆，仰望品牌销售413辆。截至2026年1月，公司新能源汽车累计销售超1,530万辆。感谢您的关注！",比亚迪,2.19377E+18
2594,比亚迪,irm2774592,2026/2/3 19:11,大力拓展云轨在沙特阿拉伯的市场,感谢您的建议！,比亚迪,2.19371E+18
2594,比亚迪,cninfo1367982,2026/2/1 20:13,可以给你们的管理层提个意见吗？你们那么多现金，能不能回购一下你们的股票，因为持股比亚迪的散户大多数都是你们的车主，都有换车需求，如果在股票上挣了钱，在你们股票上挣了钱，一般都会再去买你们的车，然后你们的销量就会起来，形成一个良性循环，你看你们1月份的销量惨不忍睹，管理层都不看一下的吗？,尊敬的投资者您好！我们感受到了您对公司的殷切期待，也充分认可您＂投资回报-消费支持＂良性循环的理念。您的建议已经收到，这对我们非常有帮助，感谢您对公司的支持！,比亚迪,2.19225E+18
2594,比亚迪,irm2293573,2026/1/31 3:23,"建议公司的各车型都 预留充分的用户软硬件升级空间，让用户在车辆使用中，根据自己的需求，付费升级各种装备，比如哪怕入门级车也可以付费使用天神之眼B 甚至A, 老用户就不再有背刺的感觉了。",感谢您的建议，对我们很有启发！,比亚迪,2.19099E+18
2594,比亚迪,irm3133333,2026/2/3 17:26,董秘，你好！请问贵公司目前股东数量多少？,"您好尊敬的投资人，根据三季报、截至2025年9月30日，公司A股股东为642,496户，最新股东数量、烦请等待公司2025年年度报告。公司始终相信，高效的治理与真诚的沟通，是企业稳健前行的双翼。我们将竭尽所能、为广大中小股东创造价值，感谢您的关注！",比亚迪,2.19365E+18
2594,比亚迪,irm1240043,2026/2/4 13:29,請問，貴司比亞迪電子是否有太陽能光伏和商業航天業務，謝謝。,,,2.19427E+18
2594,比亚迪,irm2635071,2026/2/4 11:01,昨天在网上看到有人发的彩虹无人机是和比亚迪合作的，请问该消息是否属实？,,,2.1942E+18
2594,比亚迪,irm2774592,2026/2/3 22:14,请你回购股份吧。宁德时代那么牛都在回购。你咋不做？,,,2.1938E+18
2594,比亚迪,irm2635071,2026/2/3 21:06,"你好，看到贵公司一月整车销售数量同比大幅下滑，公司给出的理由是受板块拖累，但是我看到部分车企，销量大增。能不能给出真实原因？
而且我看到随着零部件成本增加，整车每台成本增加几千元，公司是否有提价计划？",,,2.19377E+18
2594,比亚迪,irm2635071,2026/2/3 21:08,你好，我看到公司整车销售数据下降，电池销售数量增加。是不是因为整车成本增加，公司调整策略，只卖更赚钱的产品？,,,2.19377E+18
2594,比亚迪,irm1512074,2026/2/3 16:05,"电动汽车已经进入同质化激烈竞争，技术领先度已经很不明显了，建议公司更加注重品牌、口碑、售后等。
在储能及动力电池环节也要加大市场营销力度，我作为一个新能源行业从业十多年的人员，竟然从没见过比亚迪储能的销售和技术人员。",,,2.19361E+18
2594,比亚迪,cninfo1368243,2026/2/3 11:42,比亚迪公司为什么不采取些措施稳定股票，最近哪些比亚迪公司的新研发能够让投资者有信心拿住股票,,,2.19348E+18
2594,比亚迪,cninfo1312758,2026/2/2 20:59,分红后这半年股价跌了近三分之一，公司有做市值管理吗？,,,2.19302E+18
2594,比亚迪,cninfo1368127,2026/2/2 19:10,贵司股票从万亿俱乐部一路跌到8000亿，贵司没有市值管理计划吗？,,,2.19296E+18
2594,比亚迪,irm2774592,2026/2/2 16:03,大量研发费用去哪里了？股东都被蒙了,,,2.19287E+18
2594,比亚迪,irm1512074,2026/2/3 10:38,您好，同为动力电池和储能销售商，宁德时代为什么净利润率那么高，比亚迪净利润这么差，是不是公司的产品比较低端？卖不上价钱？,,,2.19344E+18
2594,比亚迪,irm2695919,2026/2/3 9:29,请比亚迪公司勿忽视投资者利益，股价连续下跌四个季度市值严重缩水，已经导致比亚迪品牌形象受损，请一定采取相关措施维稳二级市场，否则会反噬销量及贵司利润。,,,2.19341E+18
2594,比亚迪,irm2695919,2026/2/3 8:30,请问比亚迪公司是否设立投关部门，如若设立投关部门该部门是否存在重大失职行为。,,,2.19338E+18
2594,比亚迪,irm2774592,2026/1/30 18:13,你们的宣传及营销太差了。你们的最牛技术根本不知道。大家就是认为你们是杂牌低端车。,,,2.19071E+18
2594,比亚迪,irm2695919,2026/1/30 13:36,请问董秘，自拆股至今，比亚迪股价跌幅已达30%，且未发现贵司有任何市值管理举措，难道作为新能源汽车龙头企业，比亚迪如此不在乎投资者利益吗？,,,2.19057E+18
2594,比亚迪,irm2695919,2026/1/30 13:22,贵司股价已连续下跌四个季度，是否有重大未披露风险？请勿漠不关心忽视问题，望董秘进行回复。,,,2.19056E+18
